"Date","Price","Open","High","Low","Vol.","Change %"
"02/21/2024","89,875.00","89,238.38","89,875.00","89,192.53","","0.71%"
"02/20/2024","89,238.38","14,982.84","90,000.00","14,982.00","","-0.29%"
"02/19/2024","89,498.00","89,548.00","89,549.00","89,548.00","","0.00%"
"02/16/2024","89,498.00","52,280.00","89,549.00","89,548.00","","496.65%"
"02/15/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"02/14/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"02/13/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"02/12/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"02/09/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"02/08/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"02/07/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"02/06/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"02/05/2024","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"02/02/2024","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"02/01/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"01/31/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"01/30/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"01/29/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"01/26/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"01/25/2024","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"01/24/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"01/23/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"01/22/2024","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"01/19/2024","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"01/18/2024","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"01/17/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"01/16/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"01/15/2024","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"01/12/2024","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"01/11/2024","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"01/10/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"01/09/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"01/08/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"01/05/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"01/04/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"01/03/2024","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"01/02/2024","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"01/01/2024","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"12/29/2023","15,000.00","15,035.00","15,035.00","15,030.00","","0.00%"
"12/28/2023","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"12/27/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"12/26/2023","15,000.00","15,030.00","15,035.00","15,030.00","","-0.38%"
"12/25/2023","15,056.56","15,046.44","15,061.76","15,046.44","","0.38%"
"12/22/2023","15,000.00","15,030.00","15,252.50","15,030.00","","0.00%"
"12/21/2023","15,000.00","15,030.00","15,252.50","15,030.00","","0.06%"
"12/20/2023","14,991.40","15,030.00","15,252.50","15,025.70","","-0.06%"
"12/19/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"12/18/2023","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"12/15/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"12/14/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"12/13/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"12/12/2023","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"12/11/2023","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"12/08/2023","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"12/07/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"12/06/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"12/05/2023","15,000.00","15,035.00","15,035.00","15,030.00","","0.00%"
"12/04/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"12/01/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"11/30/2023","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"11/29/2023","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"11/28/2023","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"11/27/2023","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"11/24/2023","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"11/23/2023","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"11/22/2023","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"11/21/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"11/20/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"11/17/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"11/16/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"11/15/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"11/14/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"11/13/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"11/10/2023","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"11/09/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"11/08/2023","15,000.00","15,030.00","15,035.00","15,030.00","","-0.03%"
"11/07/2023","15,005.00","15,030.00","15,035.00","15,030.00","","0.03%"
"11/06/2023","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"11/03/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"11/02/2023","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"11/01/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"10/31/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"10/30/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"10/27/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"10/26/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"10/25/2023","15,000.00","15,030.00","15,040.30","15,025.95","","0.00%"
"10/24/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"10/23/2023","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"10/20/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"10/19/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"10/18/2023","15,000.00","15,030.00","15,035.00","15,030.00","","-0.03%"
"10/17/2023","15,005.00","15,030.00","15,035.00","15,030.00","","0.03%"
"10/16/2023","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"10/13/2023","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"10/12/2023","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"10/11/2023","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"10/10/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"10/09/2023","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"10/06/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"10/05/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"10/04/2023","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"10/03/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"10/02/2023","15,000.00","15,030.00","15,035.00","15,030.00","","-0.03%"
"09/29/2023","15,005.00","15,030.00","15,035.00","15,030.00","","0.03%"
"09/28/2023","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"09/27/2023","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"09/26/2023","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"09/25/2023","15,000.00","15,030.00","15,032.50","15,030.00","","0.00%"
"09/22/2023","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"09/21/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"09/20/2023","15,000.00","15,030.00","15,035.00","15,030.00","","0.00%"
"09/19/2023","15,000.00","15,030.00","15,037.50","15,030.00","","0.00%"
"09/18/2023","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"09/15/2023","15,000.00","15,030.00","15,037.50","15,030.00","","0.00%"
"09/14/2023","15,000.00","15,030.00","15,250.00","15,030.00","","0.00%"
"09/13/2023","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"09/12/2023","15,000.00","15,030.00","15,252.50","15,030.00","","0.00%"
"09/11/2023","15,000.00","15,030.00","15,252.50","15,030.00","","0.00%"
"09/08/2023","15,000.00","15,030.00","15,252.50","15,030.00","","0.00%"
"09/07/2023","15,000.00","15,030.00","15,255.00","15,030.00","","0.00%"
"09/06/2023","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"09/05/2023","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"09/04/2023","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"09/01/2023","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"08/31/2023","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"08/30/2023","15,000.00","15,030.00","15,030.00","15,030.00","","0.00%"
"08/29/2023","15,000.00","15,006.50","15,030.00","15,006.50","","-0.08%"
"08/28/2023","15,011.77","15,018.66","15,018.66","15,010.39","","0.08%"
"08/25/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"08/24/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"08/23/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"08/22/2023","15,000.00","15,010.00","15,175.75","15,008.70","","-0.07%"
"08/21/2023","15,010.00","15,010.00","15,112.50","15,010.00","","0.07%"
"08/18/2023","15,000.00","15,010.00","15,107.50","15,010.00","","0.00%"
"08/17/2023","15,000.00","15,010.00","15,107.50","15,008.95","","0.00%"
"08/16/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"08/15/2023","15,000.00","15,010.00","15,030.25","15,008.95","","0.00%"
"08/14/2023","15,000.00","15,010.00","15,102.50","15,010.00","","0.00%"
"08/11/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"08/10/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"08/09/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"08/08/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"08/07/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"08/04/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"08/03/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"08/02/2023","15,000.00","15,010.00","15,102.50","15,010.00","","0.00%"
"08/01/2023","15,000.00","15,010.00","15,102.50","15,010.00","","0.00%"
"07/31/2023","15,000.00","15,010.00","15,110.00","15,010.00","","0.00%"
"07/28/2023","15,000.00","15,010.00","15,110.00","15,010.00","","0.00%"
"07/27/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"07/26/2023","15,000.00","15,012.00","15,110.00","15,010.00","","-0.01%"
"07/25/2023","15,002.00","15,010.00","15,012.00","15,010.00","","0.01%"
"07/24/2023","15,000.00","15,010.00","15,107.50","15,010.00","","0.00%"
"07/21/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.10%"
"07/20/2023","14,985.00","15,010.00","15,035.50","15,002.50","","-0.10%"
"07/19/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"07/18/2023","15,000.00","15,010.00","15,110.00","15,010.00","","0.00%"
"07/17/2023","15,000.00","15,010.00","15,110.00","15,010.00","","0.00%"
"07/14/2023","15,000.00","15,010.00","15,110.00","15,010.00","","0.00%"
"07/13/2023","15,000.00","15,010.00","15,115.00","15,010.00","","0.00%"
"07/12/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"07/11/2023","15,000.00","15,010.00","15,100.00","15,010.00","","-0.07%"
"07/10/2023","15,010.00","15,010.00","15,110.00","15,010.00","","0.07%"
"07/07/2023","15,000.00","15,010.00","15,105.00","15,010.00","","0.00%"
"07/06/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"07/05/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"07/04/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"07/03/2023","15,000.00","15,010.00","15,107.50","15,010.00","","0.00%"
"06/30/2023","15,000.00","15,010.00","15,107.50","15,010.00","","0.00%"
"06/29/2023","15,000.00","15,010.00","15,110.00","15,010.00","","0.00%"
"06/28/2023","15,000.00","15,012.60","15,020.25","15,002.50","","0.00%"
"06/27/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"06/26/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"06/23/2023","15,000.00","15,010.00","15,110.00","15,010.00","","0.00%"
"06/22/2023","15,000.00","15,010.00","15,115.00","15,010.00","","0.00%"
"06/21/2023","15,000.00","15,010.00","15,115.00","15,010.00","","0.00%"
"06/20/2023","15,000.00","15,010.00","15,115.00","15,010.00","","0.00%"
"06/19/2023","15,000.00","15,010.00","15,110.00","15,010.00","","0.00%"
"06/16/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"06/15/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"06/14/2023","15,000.00","15,110.00","15,110.00","15,010.00","","0.00%"
"06/13/2023","15,000.00","15,010.00","15,110.00","15,010.00","","0.00%"
"06/12/2023","15,000.00","15,010.00","15,110.00","15,010.00","","-0.03%"
"06/09/2023","15,005.00","15,010.00","15,110.00","15,010.00","","0.03%"
"06/08/2023","15,000.00","15,010.00","15,044.10","15,002.50","","0.00%"
"06/07/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"06/06/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"06/05/2023","15,000.00","15,010.00","15,108.00","15,010.00","","0.00%"
"06/02/2023","15,000.00","15,010.00","15,100.00","15,010.00","","0.00%"
"06/01/2023","15,000.00","15,010.00","15,115.00","15,010.00","","0.00%"
"05/31/2023","15,000.00","15,010.00","15,115.00","15,010.00","","0.00%"
"05/30/2023","15,000.00","15,010.00","15,115.00","15,010.00","","0.00%"
"05/29/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"05/26/2023","15,000.00","15,010.00","15,115.00","15,010.00","","0.00%"
"05/25/2023","15,000.00","15,012.00","15,115.00","15,010.00","","-0.01%"
"05/24/2023","15,002.00","15,010.00","15,115.00","15,010.00","","0.01%"
"05/23/2023","15,000.00","15,010.00","15,117.50","15,010.00","","0.00%"
"05/22/2023","15,000.00","15,010.00","15,112.50","15,010.00","","0.00%"
"05/19/2023","15,000.00","15,010.00","15,112.50","15,010.00","","0.00%"
"05/18/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"05/17/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"05/16/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"05/15/2023","15,000.00","15,010.00","15,250.00","15,010.00","","-1.64%"
"05/12/2023","15,250.00","15,010.00","15,250.00","15,010.00","","0.00%"
"05/11/2023","15,250.00","15,262.50","15,262.50","15,010.00","","1.67%"
"05/10/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"05/09/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"05/08/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"05/05/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"05/04/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"05/03/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"05/02/2023","15,000.00","15,010.00","15,257.50","15,010.00","","0.00%"
"05/01/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"04/28/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"04/27/2023","15,000.00","15,010.00","15,262.50","15,010.00","","0.00%"
"04/26/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"04/25/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"04/24/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"04/21/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"04/20/2023","15,000.00","15,010.00","15,275.00","15,010.00","","0.00%"
"04/19/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"04/18/2023","15,000.00","15,010.00","15,275.00","15,010.00","","0.00%"
"04/17/2023","15,000.00","15,010.00","15,275.00","15,010.00","","0.00%"
"04/14/2023","15,000.00","15,010.00","15,277.50","15,010.00","","0.00%"
"04/13/2023","15,000.00","15,010.00","15,277.50","15,010.00","","0.00%"
"04/12/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"04/11/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"04/10/2023","15,000.00","15,010.00","15,250.00","15,006.45","","0.00%"
"04/07/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"04/06/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"04/05/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"04/04/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"04/03/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"03/31/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"03/30/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"03/29/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"03/28/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"03/27/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"03/24/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"03/23/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"03/22/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"03/21/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"03/20/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"03/17/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"03/16/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"03/15/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"03/14/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"03/13/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"03/10/2023","15,000.00","15,010.00","15,262.50","15,010.00","","0.00%"
"03/09/2023","15,000.00","15,010.00","15,262.50","15,010.00","","0.00%"
"03/08/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"03/07/2023","15,000.00","15,010.00","15,262.50","15,010.00","","0.00%"
"03/06/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"03/03/2023","15,000.00","15,010.00","15,262.50","15,010.00","","0.00%"
"03/02/2023","15,000.00","15,010.00","15,250.00","15,010.00","","0.00%"
"03/01/2023","15,000.00","15,010.00","15,277.50","15,010.00","","0.00%"
"02/28/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"02/27/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"02/24/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"02/23/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"02/22/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"02/21/2023","15,000.00","15,010.00","15,280.00","15,010.00","","0.00%"
"02/20/2023","15,000.00","15,010.00","15,010.00","15,010.00","","0.00%"
"02/17/2023","15,000.00","15,010.00","15,280.00","15,010.00","","0.00%"
"02/16/2023","15,000.00","15,010.00","15,280.00","15,010.00","","0.00%"
"02/15/2023","15,000.00","15,010.00","15,280.00","15,010.00","","0.00%"
"02/14/2023","15,000.00","15,010.00","15,277.50","15,010.00","","0.00%"
"02/13/2023","15,000.00","15,010.00","15,230.00","15,010.00","","0.00%"
